date,content,username,likes,views,hashtags,url
2022-04-06,RT @DeccanHerald: #FactCheck: Himalaya Drug Co targeted for misleading claims on #Halal certification https://t.co/YNaKAOsSFG,HimalayaIndia,0,,"['FactCheck', 'Halal']",https://twitter.com/HimalayaIndia/status/1511743276180664325
2022-04-05,"In line with the organization's business philosophy, #CareforLife, we are committed to improving #health and respecting life in all its forms. We have partnered with @SankalpIndia Foundation to make #Thalassemia treatment accessible to underprivileged children. https://t.co/9YangXUOum",HimalayaIndia,288,,"['CareforLife', 'health', 'Thalassemia']",https://twitter.com/HimalayaIndia/status/1511199388458135555
2022-04-01,@TheAtulMishra Please refer to our official statement. https://t.co/ceD1utEW8o,HimalayaIndia,4,,,https://twitter.com/HimalayaIndia/status/1509885627588055040
2022-04-01,"@SirPareshRawal Thank You @SirPareshRawal
 
We don’t know what reasons you have to hate a swadeshi brand like #Himalaya with a legacy of over 90 years, but we love you, Paresh Ji! ❤️

Good luck with the release of your new movie! 🎥#SharmajiNamkeen",HimalayaIndia,1951,,"['Himalaya', 'SharmajiNamkeen']",https://twitter.com/HimalayaIndia/status/1509777874022121477
2022-04-01,https://t.co/9iCRhuQUbc,HimalayaIndia,6653,,,https://twitter.com/HimalayaIndia/status/1509773309809881091
2022-03-30,@an_unknown_wish @MLDhar4 The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/mwm2gWlkRg,HimalayaIndia,8,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1509011891242168325
2022-03-30,@MLDhar4 The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/mwm2gWlkRg,HimalayaIndia,3,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1509011160141426697
2022-03-25,"In today's #podcast, Dr. Ashok BK shares vital information on #OralHealth and its importance for our overall well-being. Did you know that there are 6 billion bacteria in the human mouth? Streaming now! #HouseofWellness 
https://t.co/pGJV1LWdGY",HimalayaIndia,14,,"['podcast', 'OralHealth', 'HouseofWellness']",https://twitter.com/HimalayaIndia/status/1507279412332412928
2022-03-25,The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/mwm2gWlkRg,HimalayaIndia,63,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1507212255892369416
2022-03-24,@samarsanatan The social media posts circulated about #HimalayaWellness Company are #fake  &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity.https://t.co/FNHVFvmE24,HimalayaIndia,0,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1506855900816211975
2022-03-22,@Bhanu57462236 The social media posts circulated about #HimalayaWellness Company are #fake  &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/FNHVFvDH44,HimalayaIndia,1,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1506212943377022976
2022-03-22,"@Thanush34343418 Hi Shree, please share your contact details with us via DM so that we can get in touch with you. Conversely, you could also get in touch with us at 1–800–208–1930",HimalayaIndia,1,,,https://twitter.com/HimalayaIndia/status/1506109599895613441
2022-03-21,"@hardik_rathod This does not sound right, Hardik! We would like to know more about this; please share with us your contact details on DM so we can get in touch with you and understand what went wrong.",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1505747250340773888
2022-03-18,"We are in conversation with Dr. Guruprasad KV. In the podcast, we discuss about preventing and managing #diabetes. ""More than 60% of the people with diabetes live in #Asia, with almost one-half in China and #India combined"". Streaming now! #podcast 
https://t.co/prjDriiadL",HimalayaIndia,7,,"['diabetes', 'Asia', 'India', 'podcast']",https://twitter.com/HimalayaIndia/status/1504736868834811907
